",""text"""
"8556,"" shopee optimalkan via pembayaran nya masa kredivo indomaret alfamart ga list metode pembayaran terutama kredivo udh hari minta diperbarui ga ga jelas banget"""
"8557,"" shopeee petipuan ad hp oppo a rb aj sih hp tu mahal dipercaya c o d gag cod  pihak shopee ni hp murah mahal bayar transfer  orang beli ragu ragu misalnya  harga hp m """
"8558,""  memperbanyak gratis ongkir minimal belanja rp memakai shopeepay shopeepay later yaa """
"8559,""udah percya sma shopee udh ga bakal k hati aplikasi simple syang gratis ongkir ga  pembayarn """
"8560,""voucher mc donals cepat banget sih stok habisnya kali beli habis habis terus ngga kebagian yang rp deh udah menunggu menit mulai waktunya """
"8561,""yang lainny ok emudahkan kece m shopee flash sll ga dapet barang yang bnr promonya jauh lbh murah"""
"8562,""aplikasi membantu metode pembayaran jaminan produk sesuai"""
"8563,""bagus"""
"8564,""bagus sih ongkos ongkir mahal beda ama yng satu barang ngkir nya o ribu kakou yng ribuan"""
"8565,""bagus """
"8566,""bagus pisan euyy"""
"8567,""baru aj instal aplikasi shopee eehh kasih komentar ngeluh jadi kurang yakin  bantuanya debinoyyoy"""
"8568,""belanja shopee aman puas """
"8569,""belanja lengkap """
"8570,""beli token listrik dapat kode tokennya lambat"""
"8571,""biaya penangangan """
"8572,""casback nya tambah syaratttt jd kurang semangat belanja"""
"8573,""cepat respon positif"""
"8574,""gi mnaa sih download gk gagal trus aplikasi """
"8575,""bagus app"""
"8576,""bagus joob banyakin event min"""
"8577,""gratis ongkir tp kirim nya pesan dr tgl  tgl belum terus shopee penjual nya respon kurang bagus pesan barang dr tgl kemas kirim tgl masi kemas status shopee pokok parah belanja shopee penjualnya kurang respon  bar ulasan lengkap"""
"8578,""heran masuk bulan oktober dr hari minggu akhir september shopepay yang saldo gatot mulu pakek d email g respon pembaruan ga asalasalan pekerja d balik layar kesini udah hariio woyy tidak bs belanjaaaa inj """
"8579,""kecewa sohpe exprs banget smpenya sekrina bramemberi muter aja jakrta nya kaya gini mendigan pake jasa kirim dch kaduhung"""
"8580,""kereeen nih online shop gw suka banget"""
"8581,""kenapa tidak opsi hapus terakhir lihat """
"8582,""kenapa kl lg promo selalu batasi jumlah pembeliannya"""
"8583,""ksh bintang dl pinjaman uang engga shope"""
"8584,""lauar """
"8585,""limit shopeepay kembali """
"8586,""luas belanja shopee"""
"8587,"" hari update hancur item toko dilihat """
"8588,"" kesini udh perbaharui ko aja gk buka foto pdhl buka aplikasi normal normal ajaa awalnya doang bagus mkin kesini kesalll coba shopee yang benerrr mash bnyk peminatnya """
"8589,""bagus laahhh"""
"8590,""baguss"""
"8591,""bagus bangett"""
"8592,""bagusll"""
"8593,"" normal  chekout barangnya trimakasih"""
"8594,"" shopee memberitahukan pelanggan shopeepaylater biaya transaksi april sebesar biaya muncul check out besar biaya keluarkan plus tempo pembayaran hari"""
"8595,""mengecewakan """
"8596,""min min nanya sih shopee tuh lolaaaanyaaa minta ampun berat bgt gt kayaknya buka pake wifi dah pndah dr rmh kntr bgtu aja ttp mo pake hp pc lapbagus aja mo buka keranjang belanja lola mo totalan lola mo checkout lola kena corona tau lola k """
"8597,""mudah belanja pengiriman cepat kualitas barang oke"""
"8598,""ongkir nya mahal amattttttt harga barang nya kayak seleb menyesal ama kecewa dowlod ni aplikasi masa harga barang k ongkir k aja boong  turunnin harganya biar orang tidak menyesal dowlod nya """
"8599,""original murah"""
"8600,""pengiriman nya ga sampe udh bayar"""
"8601,""rumit bener skrang gratis ongkir berlaku pembelian minimal ribu pdhal voucher  minimal ribu ttp aja gratis ongkir belanja ribu  pindah shopee bye kepercayaan udah pakek tahun kecewain"""
"8602,"" baik"""
"8603,"" membantu bagus  ditingkatkan kualitasnya sukaa lambat dipakai """
"8604,"" tanya shopee kalo dibuka keluar ya uninstal terus download tetap gabisa dibuka  dijawab"""
"8605,"" menyesal beli shopee batre sony xperia pas nyampe batre samsung batre nya komplin penjualannya tidak bertanggung jawab """
"8606,"" belanja menggunakan shopee aplikasi pakai jadi nge lag  perbaiki"""
"8607,"" transaksi agustus ternyata barangnya bermasalah garansinya tahun dkarkah terima kasih"""
"8608,"" memuaskan makasih"""
"8609,""shopeee kereeen"""
"8610,""shopeee skrng aneh akun yang pas dihp hilang udah dikaitkan facebook google pas masuk tidak aneh jadi muak"""
"8611,""thx u"""
"8612,"" cek lg penjualnya yang respon yang suka ngirimnya tlong diberi peringatan """
"8613,""update trus nih ga bukak ihh"""
"8614,"" yang klo buka shopee serasa berat bgt susah masuk """
"8615,""aplikasi nya ga download """
"8616,""bagus"""
"8617,""baikk cman ongkrnya mahal """
"8618,"" nya agen rusak harga pasar harga grosir dijual eceran penjual kelas bawah susah cari buyer buyer nyangkut agen kaya gini ntah kedepannya shopee kaya gimana nih pensiun aja jualan dishopee lapak diambil agen """
"8619,"" telp petipuan mengatasnamakan shopee jkt meminta password  tinjau kembali meresahkan pengguna shopee """
"8620,""barang sesuai pesanan pengiriman cepat"""
"8621,""baru belanja sellernya kurang respon penjelasan soal pengiriman barang tanyakan pihak pengirim barang lempar seller pembeli tahu dimana masalahnya barang uang melayang pihak shopee ketat soal aturan ulasan lengkap"""
"8622,""beda pembatalan pesanan barang dikirim digubris langsung dikiriim sistem jadi malas belanja merugikan buyer """
"8623,""belanja shopee gratis ongkir cashback suka bangeeet tapiiii shopee memberatkan penjual biaya adm berlaku star seller non star seller yang bikin penjual jd rugi"""
"8624,""bintang """
"8625,"" event pas cair tolak alasan aktivitas janggal pintar shoope benar benar luar terima kasih"""
"8626,""cara blokir aplikasi anjing gmn muncul mulu iklan game  anjing"""
"8627,""cepat respon baik"""
"8628,""dua ok tambah"""
"8629,""enak"""
"8630,""tidak tau cuman memberi rating segini aja"""
"8631,""gimana sich cara pesannya harganya sma dgn yang tertera dipromonya seperti khimar jumbo bner """
"8632,"" belanja shopee shopee ni petipu mesan bayar pihak shopee nelpon menit akun shopee hilang masuk kembali uang sanilai hanguss"""
"8633,""kecewa kecewa kecewa banget shopee bilangnya indonesia lokasi  ngk nyesek cuyy klo pesanannya  ngk datang  udh berharap datang menunggu ujungnya ngk datang nangis terdemam menunggu kecewa banget  ngk jadi langganan shopee """
"8634,""kecewa shopee seller nakal dibiarkan belanja tempat tiga nya seller dm barang habis kalo barang habis upload parah rugi nukar koin  voucher gratis ongkir reward menjadi member platinum voucher nya tidak muncul"""
"8635,"" produk luar tidak masuk masuk china ajah  diperbaiki biar prouduk luar contoh prodok singapore filipina malaysia thailand  pihak shopee perbaiki semoga direspon diperbaiki terimakasih """
"8636,"" ongkir nya mahal kali """
"8637,"" bikin rekening shopeepay penarikan gagal teruss yaa  saranya"""
"8638,"" yah akhir akhir shopee lambat banget kadang tidak kebuka fotonya udh ngeklik tp k kliknya bgt """
"8639,""kerreen"""
"8640,""ko kesini hadiah koin nya dikit misal shope capit kali nypot menang nya tiket vocer koin nya jadi dikit terus pecahin telur bocer mulu semoga shope banyain koinnya amin"""
"8641,"" hp nggal dounlowt ruang nya lo """
"8642,""koq kedo otp nya lamban bngt sih dikirm nya """
"8643,""lambat banget sih aplikasi nya """
"8644,"" suka shopee lbih promo bulan terutama promo gratis ongkir dihilangin ya gratis ongkir """
"8645,""lambat bgt cache nya msh lemit jaringan bagus msh lambat memuaskan"""
"8646,""lumayan"""
"8647,""maksudnya coba tinggal langkah tiba tiba waktu habis sungguh benar benar menjengkelkan gedeg rasanya update clear cache logout login sinyal benar ditambah wifi tetap dipermainkan jadi heran pe ulasan lengkap"""
"8648,""mantaaappp"""
"8649,""baguss """
"8650,"" maaf shope lambat masuknya telat fotonya ngabisin kuota ukuran mb nya gede lambat"""
"8651,""mudah"""
"8652,""ngentot"""
"8653,""olshop mall terpercaya sy g perlu mall plaza lg  sgt membantu dapat keuntungan jg vcr potongan ongkir cashback shopeepaylater """
"8654,"" beli shopee kecewa karena koin shoppe kumpulkan an jadi padhal ngumpullin koin susah masa kadaluwarsa koinnya  dijawab """
"8655,""pelanggaran ya klau mengabaikan telfon shopee mendapatkan hadiah beri keputusan yang jelas"""
"8656,"" buruk"""
"8657,"" memberi bintang satu buka aplikasi tiba tiba keluar payah"""
"8658,""   shope kerjasama ovo pake ovo trimakasih"""
"8659,"" pesan barang terus banget yampenya yesel downlod aplikasi """
"8660,"" oke punya aplikasinya pilihanya lengkap voucher cashback freeongkir nya yang ngkan sebagus apapun jaringanya lambat loading nya jadi kurang enak aja"""
"8661,""sejauh so far so bagus"""
"8662,""shopee candy masa load terus udah kali update aja tidak gimanasiiiii"""
"8663,""shopee ongkir kemahalan ga yang gratis ongkir"""
"8664,""so bad"""
"8665,""sy sngat senang kredit dp krn anak sy butuh hp disekolah trimakasih shopee"""
"8666,""sya suka belanja sopee gratis ongkir """
"8667,"" masuk games sophee tanam freeze g touch keluarpun g  fix tanaman mati gara g disiram"""
"8668,""tingkatkan klo beli liquid ato alat vape aplikasi oyyyy"""
"8669,"" perbaiki log in pakai akun facebook gagal terus"""
"8670,"" kembalikan shopeepaylater """
"8671,""voucher digunakan """
"8672,""abis diperbarui force close udh yang kedua kalinya event ga dibuka terus  kyocera kyv """
"8673,""ah malas shopeepyleter nya kena jadi lancar"""
"8674,""aman aman smpai transaksi bnyak untung diskon gratis ongkir cashback dll"""
"8675,""aplikasi kontol cok"""
"8676,""awsome"""
"8677,""bagus"""
"8678,""bagus"""
"8679,""bagus terpercaya"""
"8680,"" bagus rada lambat kadang """
"8681,""barang nya murah murah"""
"8682,""cara ngepaknya kurang bagus barang kelihatan luar"""
"8683,""coba"""
"8684,""cocok lahh harian"""
"8685,""excelent"""
"8686,""fakhrie """
"8687,""tidak yang bayar tempat menyesal dwonload ny ngabisin kuata aja"""
"8688,""gimana sih kurir nya udah tau cod pembayaran tidak taunya suruh ngambil tempat ya cansel aja rugi bayar ongkir mahal """
"8689,""gk shopee paylater"""
"8690,""hallo shopee barusan account shopee bobol orang yang kenal ditelfon yang mengatasnamakan shopee bhwa mndapatka voucher senilai jt klaim dgn cara sy transfer d sruh melakukan pembayaran lewat m banking untung saldo rb sampe tau d ulasan lengkap"""
"8691,""kak habis beli token listrik dapet koin shopee pas klaim koinnya suruh menunggu jam pas udah jam sgtu klaim dapet potongan koinnya jd pas ga klaim koinnya udh hangus jadi aja """
"8692,"" kembaliin uang  cepat proses nya """
"8693,""kembalikan koin sistem busuk penahan koin orang """
"8694,"" isi shoopepay lewat indomaret alfamart """
"8695,"" paylater balik """
"8696,"" update shopee live ga suara nya ya sett volume on full """
"8697,""kereeeennn belanja shopee byk untungnya"""
"8698,""kenapa ga cod klau emng wilayah ga kejangkau cod mhon cepat perbaiki """
"8699,"" tidak hadiah pemenang kedua tidak kasih gimana sih """
"8700,"" ga dikirim kode shope pay gimana sih"""
"8701,"" lambat ya menu aja susah ku instal ulang trus gk download mentok  tingkatkan """
"8702,"" ngedonloadnya ih rasanya anjim banget"""
"8703,""lambat"""
"8704,"" """
"8705,"" ko rumit sih masa checkout barang dri ongkir nya x lipat barang hak kg loh paylater udah beres udh lunas katanya dilunasi paylater dikembalikan tpi nyatanya nihil chat pihak shopee nya jawabannya tidak memuaskn tidak jelas"""
"8706,""bagus shopee """
"8707,""mantep nih"""
"8708,""bagus """
"8709,"" belanja aja mudahhh terloveee shopee """
"8710,"" shoppinh n jualan"""
"8711,"" iklan hp terus si jadi tegangngu """
"8712,""mudah murah cepat respon ramah barang datang sesuai waktu kebutuhan """
"8713,""nice """
"8714,""ntap"""
"8715,""nyaman"""
"8716,""pelayanan nya bagus"""
"8717,""pelayanannya bagus aman nyaman"""
"8718,""pengiriman cepat sesuai estimasi barang cari shopee """
"8719,""perbanyak ongkir gratis """
"8720,""pesan shope aman brngy sesuai pesanan pengirimany cepat pokoky bakal belanja d shope terus de """
"8721,""promo ongkir syarat mulai toko min pembeliannya besar pake shopeepay dll so far shopee lengkap banget sih """
"8722,""puas"""
"8723,"" mengecewakan sportif uang hangus rb"""
"8724,"" kesal banget kenapa sih mesen barang bayar kode nya kurang"""
"8725,"" kesulitan nich bingung order barang tahu langkahnya """
"8726,"" ko tidak shopepayleater shoppe pinjam pdhl jualan online barang nya dr shoppe terus ko yang jrang belanja dpet sih kecewa"""
"8727,"" kurang senang eventnya """
"8728,"" lihat voucher waktu pesan barang tanda gratis ongkir tidak voucher  sarannya kak """
"8729,""  mb nya kurangi ya min karena hp kentang """
"8730,"" menerima kode verifikasi jam mengungu cok tolol"""
"8731,""sebenernya bagus aplikasi jaman dlu banget udah pake shopee ng voucher gratis ongkir skrang berkurang"""
"8732,""sekrang shopee kalo pembayarn menggunakan shopeepay later tidak gratis ongkir kaya yak tgl skrng promo puncak"""
"8733,"" free ongkir"""
"8734,"" puas belanja shoppe suka aplikasi belanja online satu ditambah fr gratis ongkir """
"8735,"" puas nyaman belanja shopee """
"8736,"" pusa belanja shope barang lengkap pembayaran mudah barang dijamin ori bagus pokoknya"""
"8737,""semoga rezeki yang cukup biar belanja """
"8738,""senang belanja shopee barangnya lengkap harganya terjangkau gratis ongkir voucher cashbacknya """
"8739,""shopee sok keras anjing"""
"8740,""shopee lambatnya minta ampun internet full speed"""
"8741,""shopee voucher gratis ongkir cuman gk dipakai awal alasan  pakai shopeepay pas udah bagusup gk dipake karena limit kacau """
"8742,""shopee memihak pedagang memberi nilai rendah segi kualitas sikap pedagang yang menyebalkan pedagang tsb mengirimi pesan  memberinya rating sprti pembeli takut rating tokonya turun merasa """
"8743,""shoppe  lambat terus bikin kesal mgk pikir gara kuota eh giliran kuota full jga tetep aza lemoot udh malas ngechat cs nya belanja jd malas"""
"8744,""siiippp"""
"8745,""simple"""
"8746,""so gooooood"""
"8747,""suka bgt pake shopee potongan ongkir dapat paylater"""
"8748,""suka loading terus nge lag wifi sinyal bagus"""
"8749,""suka aplikasinya tidak rumit kalo mesan barang rekomendasi banget masang """
"8750,""sukaaaaaaa"""
"8751,"" nya belanja online suka pakai shopee kenal lazada mulai pindah k lazada shopee mahal harga ongkir nya beda jauh lazada d shopee ongkir k kuningan jabar rb k atas lihat lazada ongkir rb rb moga dirubah shopee maaf unin """
"8752,""tempat belanja online aman terpercaya """
"8753,"" sulit daftar shopeepay later tidak stabil lengkap lengkap ngajuin aplikasi ditolak tidak jelas banget bug nya"""
"8754,""terpercaya"""
"8755,""thank u"""
"8756,"" download aplikasinya """
"8757,"" cashbacknya digedein minimal belanja tahun kemarin biar belanja belanja """
"8758,""udah daftar tidak masuk udah update tetep tidak masuk masuk langsung keluar pengen belanja shopee"""
"8759,""update terus aplikasi buka tambah berat """
"8760,""waktu kasih nilai barang upload fotonya susah banget jadi bikin malas nilainya shopee jauh enak yang sih gratis ongkir minimal pembelian gratis ongkir full"""
"8761,""anjing kaga masuk kode verifikasi persulit salahkan terus"""
"8762,""aplikasi shopee susah instal nya kesusahan mb nya besar"""
"8763,""aplikasi terbaik  berbelanja online"""
"8764,""aplilasi belanja online harga produk murah meriah mudah  metode transaksi disediakan mempermudah pembeli  melakukan transaksi checkout produk diinginkan"""
"8765,""bagus"""
"8766,""bagus"""
"8767,""bagus """
"8768,""bagus  diperbaikin kadang suka ngelag"""
"8769,""baik"""
"8770,""barang berkualitas pelayanan bagus"""
"8771,""barang nya bagus tpi tidak kerumah"""
